video_id,video_title,shortType,comment_id,parent_id,isReply,author,text,publishedAt,likeCount
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,UgxXNa0MhA__jqVdjgd4AaABAg,,0,@유채영-m3h,가슴아프고 가슴아픈 5.18......,2025-09-19T09:36:44Z,1
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,Ugxdb3QlH_mC2LHN3qt4AaABAg,,0,@쏠펑이,고민시인가?  키스하고싶은 입술을 지녔군,2025-09-16T13:06:18Z,0
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,UgwS_6W4qPPetNLWjsN4AaABAg,,0,@ssssseaa_,난 이 장면이 오월의 청춘 중 최고의 명장면이라고 생각함,2025-07-20T16:48:56Z,1
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,UgznxqBZc-EnMPk8b0N4AaABAg,,0,@구름빵-x3u,하지만 아직도 드라마 소설이라며 사실을 외면하려는 사람들이 넘 많아서 놀랐음,2025-07-14T12:44:36Z,1
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,UgzGVaK6cF6cJ1u4HI54AaABAg,,0,@rlatnsehd,윤석렬 사형❤❤❤❤❤❤,2025-06-30T14:02:26Z,0
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,Ugz0pjvFebC2v8bVN1Z4AaABAg,,0,@user-hq6jx2ym2g,너무슬픔,2025-05-31T02:54:33Z,2
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,Ugzix-7Al47ZfbistTd4AaABAg,,0,@이종순-v6r,제발 두번 다시 이런일이 없도록…한분은 열사가 됐고 한놈은 내란범이 됐다,2025-05-29T10:49:32Z,8
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,UgzGP6O5x-XrVZt8ByR4AaABAg,,0,@행복한해,"에효 이때의 이야기는 너무 아프다!!
우리의 귀한 청춘들을 너무 많이 놓쳤다ㅠㅠ",2025-05-28T10:44:34Z,27
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,UgzKXy-ajoTVubt4WrJ4AaABAg,,0,@안녕-y5q5g,생각해보니 너무 어린 사람들이야,2025-05-28T05:51:18Z,3
jqwD9vRfOdM,"엇갈린 운명,, 군인과 의사가 되어 만난 친구😢",Shorts,Ugyfj75JP6wXmfr2vxR4AaABAg,,0,@IncAshleyModa,그러니까 이런일들이 또다시일어나지않게  올바른 정치인들을뽑아야죠.  요즈음 박쥐같은 정치인들이 너무많아.,2025-05-27T02:37:13Z,30
