video_id,video_title,shortType,comment_id,parent_id,isReply,author,text,publishedAt,likeCount
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,UgwJR2xX5hVD2RBBSNF4AaABAg,,0,@estellafernandez2536,SHE IS NOT THAT PRETTY SO SHE MUST BE A RELATIVE OF SOMEONE POWERFUL IN THE INDUSTRY CAUSE THE AVERAGE CHUBBY LOOK NEVER IN K DRAMAS LIKE EVER FOR FEMALE LEADS,2025-10-13T20:25:19Z,0
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,UgxvWaf1RhSNKLTTcNR4AaABAg,,0,@Mamtasingh-123,I legit was thinking few months ago that when is junho gonna be on the screen again & when the trailer of typhoon family got released I literally screamed & MAN HE IS LOOKING SO GOOD CAN'T WAIT FOR MY EXAMS TO GET OVER & WATCH THIS 😭💓,2025-10-13T18:12:56Z,0
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,Ugy-_ZUzXwTLcBxahQF4AaABAg,,0,@Anjali-h2l,"Heremes.........,,..............king the land",2025-10-13T17:58:59Z,0
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,UgyCvKWfsUpHD42iB414AaABAg,,0,@ShakuntlaNishad-ll9gd,Drama name please ❤❤❤❤❤,2025-10-13T17:45:16Z,2
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,Ugzp__zJKY7EbC7IpJ94AaABAg,,0,@shygirlcomplex,25 😂😂 .. well by this new standard she's too old to be on live . 17-21 after that this generation think you're old and need to leave the planet 😂😂😂😂,2025-10-13T16:18:16Z,0
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,Ugylwy1g5Q0zdDjTX0h4AaABAg,,0,@tuniiiiiiiiii,Lee junho looks sooo good im up for it 😌they both look good tho,2025-10-13T16:13:43Z,19
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,UgxQvtByPH-MkSvGbGt4AaABAg,,0,@AzkaasadKhan,"Bro I thought the song was by enhypen , bad desire 
But it turned out smth else I never listen before",2025-10-13T16:11:15Z,6
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,UgxccWWGEruCFvYio6V4AaABAg,,0,@aashishkumaryadav6200,What a moment ❤❤,2025-10-13T16:10:36Z,3
5P3LlRHu0ig,New drama alert 🚨 | Typhoon family | kdrama #kdrama #typhoonfamily #shorts #leejunho,Shorts,UgyMIA-0Pz60vogF9cl4AaABAg,,0,@anitasingh5767,I'm kinda liking them 😭,2025-10-13T16:09:31Z,14
vJ5bFkeQXqw,[#유퀴즈온더블럭] 세손 저하→ 본부장님→ 압구정 날라리로 변신💥 '태풍상사'로 돌아온 우리집 준호✨,Clip,Ugxv4FtBtq-p1lMmWWF4AaABAg,,0,@꼬마생각,"열정..노력..성실..배려..겸손..
준호를 보면 생각나는 단어들
힘든 시간 잘 버텨주고 또 멋있게 성장해줘서 고마워💛",2025-10-13T22:22:41Z,0
